id,continent,country_name,country_code_2_digit,state_province_name,us_state_code,postal_code,latitude,longitude,sales_volume_usd,customer_count,avg_transaction_value_usd,custom_geo_area,geo_json_reference_key
475,North America,Canada,CA,Ontario,ON,M5V 2G3,43.7701,-79.4955,134750,645,208.91,North America,ref-ca-on-TOR
476,South America,Brazil,BR,São Paulo,,01310-114,-23.6398,-46.7801,165400,785,210.70,South America,ref-br-sp-SAO
477,Europe,France,FR,Île-de-France,,75015,48.9655,2.5089,66900,315,212.38,Western Europe,ref-fr-idf-PAR
478,Oceania,Australia,AU,New South Wales,NSW,2014,-33.9599,151.3195,89500,430,208.14,ANZ,ref-au-nsw-SYD
479,North America,United States,US,Texas,TX,73315,30.4285,-97.8422,109100,515,211.84,South,ref-us-tx-AUS
480,North America,United States,US,Florida,FL,33153,25.9201,-80.3515,144500,690,209.42,South,ref-us-fl-MIA
481,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6505,-0.2311,104000,495,210.10,Western Europe,ref-uk-eng-LON
482,Europe,Norway,NO,Oslo,,0164,60.0411,10.9195,31500,145,217.24,Nordics,ref-no-osl
483,Asia,India,IN,Maharashtra,,400015,19.2301,73.0405,215100,1015,211.92,South Asia,ref-in-mh-MUM
484,Africa,South Africa,ZA,Western Cape,,8015,-34.0315,18.5809,74300,355,209.30,Sub-Saharan Africa,ref-za-wc-CPT
485,North America,Mexico,MX,Mexico City,,06014,19.5801,-99.2311,174000,825,210.91,LATAM,ref-mx-mxc
486,North America,United States,US,Arizona,AZ,85014,33.5800,-112.2000,123000,575,213.91,West Coast,ref-us-az
487,North America,United States,US,Georgia,GA,30314,33.8800,-84.5200,153000,725,211.03,South,ref-us-ga
488,Europe,Italy,IT,Lazio,,00113,42.0300,12.6300,88000,420,209.52,Southern Europe,ref-it-laz
489,Asia,China,CN,Beijing,,100013,40.0300,116.5200,263000,1255,209.56,East Asia,ref-cn-bjn
490,South America,Argentina,AR,Buenos Aires,,1013,-34.7300,-58.5100,103000,490,210.20,South America,ref-ar-bue
491,North America,United States,US,California,CA,90224,33.9781,-118.1754,166345,790,210.56,West Coast,ref-us-ca-LA
492,North America,United States,US,New York,NY,10016,40.8401,-74.1738,234901,1120,209.73,North East,ref-us-ny-NYC
493,Europe,Germany,DE,Bavaria,,80346,48.2922,11.7377,95500,450,212.22,Western Europe,ref-de-by-MUN
494,Asia,Japan,JP,Tokyo,,100-0016,35.8405,139.8399,315200,1470,214.42,East Asia,ref-jp-tko
495,North America,Canada,CA,Ontario,ON,M5V 2G4,43.7801,-79.5055,135750,650,208.85,North America,ref-ca-on-TOR
496,South America,Brazil,BR,São Paulo,,01310-115,-23.6498,-46.7901,164400,780,210.77,South America,ref-br-sp-SAO
497,Europe,France,FR,Île-de-France,,75016,48.9755,2.5189,65900,310,212.58,Western Europe,ref-fr-idf-PAR
498,Oceania,Australia,AU,New South Wales,NSW,2015,-33.9699,151.3295,90500,435,208.05,ANZ,ref-au-nsw-SYD
499,North America,United States,US,Texas,TX,73316,30.4385,-97.8522,110100,520,211.73,South,ref-us-tx-AUS
500,North America,United States,US,Florida,FL,33154,25.9301,-80.3615,145500,695,209.35,South,ref-us-fl-MIA
501,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6605,-0.2411,105000,500,210.00,Western Europe,ref-uk-eng-LON
502,Europe,Norway,NO,Oslo,,0165,60.0511,10.9295,30500,140,217.86,Nordics,ref-no-osl
503,Asia,India,IN,Maharashtra,,400016,19.2401,73.0505,216100,1020,211.86,South Asia,ref-in-mh-MUM
504,Africa,South Africa,ZA,Western Cape,,8016,-34.0415,18.5909,75300,360,209.17,Sub-Saharan Africa,ref-za-wc-CPT
505,North America,Mexico,MX,Mexico City,,06015,19.5901,-99.2411,175000,830,210.84,LATAM,ref-mx-mxc
506,North America,United States,US,Arizona,AZ,85015,33.5900,-112.2100,124000,580,213.79,West Coast,ref-us-az
507,North America,United States,US,Georgia,GA,30315,33.8900,-84.5300,154000,730,210.96,South,ref-us-ga
508,Europe,Italy,IT,Lazio,,00114,42.0400,12.6400,89000,425,209.41,Southern Europe,ref-it-laz
509,Asia,China,CN,Beijing,,100014,40.0400,116.5300,264000,1260,209.52,East Asia,ref-cn-bjn
510,South America,Argentina,AR,Buenos Aires,,1014,-34.7400,-58.5200,104000,495,210.10,South America,ref-ar-bue
511,North America,United States,US,California,CA,90225,33.9681,-118.1654,167345,795,210.50,West Coast,ref-us-ca-LA
512,North America,United States,US,New York,NY,10017,40.8501,-74.1838,233901,1115,209.78,North East,ref-us-ny-NYC
513,Europe,Germany,DE,Bavaria,,80347,48.3022,11.7477,94500,445,212.36,Western Europe,ref-de-by-MUN
514,Asia,Japan,JP,Tokyo,,100-0017,35.8505,139.8499,316200,1475,214.37,East Asia,ref-jp-tko
515,North America,Canada,CA,Ontario,ON,M5V 2G5,43.7901,-79.5155,136750,655,208.78,North America,ref-ca-on-TOR
516,South America,Brazil,BR,São Paulo,,01310-116,-23.6598,-46.8001,163400,775,210.84,South America,ref-br-sp-SAO
517,Europe,France,FR,Île-de-France,,75017,48.9855,2.5289,64900,305,212.79,Western Europe,ref-fr-idf-PAR
518,Oceania,Australia,AU,New South Wales,NSW,2016,-33.9799,151.3395,91500,440,207.95,ANZ,ref-au-nsw-SYD
519,North America,United States,US,Texas,TX,73317,30.4485,-97.8622,111100,525,211.62,South,ref-us-tx-AUS
520,North America,United States,US,Florida,FL,33155,25.9401,-80.3715,146500,700,209.29,South,ref-us-fl-MIA
521,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6705,-0.2511,106000,505,209.90,Western Europe,ref-uk-eng-LON
522,Europe,Norway,NO,Oslo,,0166,60.0611,10.9395,29500,135,218.52,Nordics,ref-no-osl
523,Asia,India,IN,Maharashtra,,400017,19.2501,73.0605,217100,1025,211.80,South Asia,ref-in-mh-MUM
524,Africa,South Africa,ZA,Western Cape,,8017,-34.0515,18.6009,76300,365,209.04,Sub-Saharan Africa,ref-za-wc-CPT
525,North America,Mexico,MX,Mexico City,,06016,19.6001,-99.2511,176000,835,210.78,LATAM,ref-mx-mxc
526,North America,United States,US,Arizona,AZ,85016,33.6000,-112.2200,125000,585,213.68,West Coast,ref-us-az
527,North America,United States,US,Georgia,GA,30316,33.9000,-84.5400,155000,735,210.88,South,ref-us-ga
528,Europe,Italy,IT,Lazio,,00115,42.0500,12.6500,90000,430,209.30,Southern Europe,ref-it-laz
529,Asia,China,CN,Beijing,,100015,40.0500,116.5400,265000,1265,209.49,East Asia,ref-cn-bjn
530,South America,Argentina,AR,Buenos Aires,,1015,-34.7500,-58.5300,105000,500,210.00,South America,ref-ar-bue
531,North America,United States,US,California,CA,90226,33.9581,-118.1554,168345,800,210.43,West Coast,ref-us-ca-LA
532,North America,United States,US,New York,NY,10018,40.8601,-74.1938,232901,1110,209.82,North East,ref-us-ny-NYC
533,Europe,Germany,DE,Bavaria,,80348,48.3122,11.7577,93500,440,212.50,Western Europe,ref-de-by-MUN
534,Asia,Japan,JP,Tokyo,,100-0018,35.8605,139.8599,317200,1480,214.32,East Asia,ref-jp-tko
535,North America,Canada,CA,Ontario,ON,M5V 2G6,43.8001,-79.5255,137750,660,208.71,North America,ref-ca-on-TOR
536,South America,Brazil,BR,São Paulo,,01310-117,-23.6698,-46.8101,162400,770,210.91,South America,ref-br-sp-SAO
537,Europe,France,FR,Île-de-France,,75018,48.9955,2.5389,63900,300,213.00,Western Europe,ref-fr-idf-PAR
538,Oceania,Australia,AU,New South Wales,NSW,2017,-33.9899,151.3495,92500,445,207.87,ANZ,ref-au-nsw-SYD
539,North America,United States,US,Texas,TX,73318,30.4585,-97.8722,112100,530,211.51,South,ref-us-tx-AUS
540,North America,United States,US,Florida,FL,33156,25.9501,-80.3815,147500,705,209.22,South,ref-us-fl-MIA
541,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6805,-0.2611,107000,510,209.80,Western Europe,ref-uk-eng-LON
542,Europe,Norway,NO,Oslo,,0167,60.0711,10.9495,28500,130,219.23,Nordics,ref-no-osl
543,Asia,India,IN,Maharashtra,,400018,19.2601,73.0705,218100,1030,211.75,South Asia,ref-in-mh-MUM
544,Africa,South Africa,ZA,Western Cape,,8018,-34.0615,18.6109,77300,370,208.92,Sub-Saharan Africa,ref-za-wc-CPT
545,North America,Mexico,MX,Mexico City,,06017,19.6101,-99.2611,177000,840,210.71,LATAM,ref-mx-mxc
546,North America,United States,US,Arizona,AZ,85017,33.6100,-112.2300,126000,590,213.56,West Coast,ref-us-az
547,North America,United States,US,Georgia,GA,30317,33.9100,-84.5500,156000,740,210.81,South,ref-us-ga
548,Europe,Italy,IT,Lazio,,00116,42.0600,12.6600,91000,435,209.20,Southern Europe,ref-it-laz
549,Asia,China,CN,Beijing,,100016,40.0600,116.5500,266000,1270,209.45,East Asia,ref-cn-bjn
550,South America,Argentina,AR,Buenos Aires,,1016,-34.7600,-58.5400,106000,505,209.90,South America,ref-ar-bue
551,North America,United States,US,California,CA,90227,33.9481,-118.1454,169345,805,210.37,West Coast,ref-us-ca-LA
552,North America,United States,US,New York,NY,10019,40.8701,-74.2038,231901,1105,209.86,North East,ref-us-ny-NYC
553,Europe,Germany,DE,Bavaria,,80349,48.3222,11.7677,92500,435,212.64,Western Europe,ref-de-by-MUN
554,Asia,Japan,JP,Tokyo,,100-0019,35.8705,139.8699,318200,1485,214.28,East Asia,ref-jp-tko
555,North America,Canada,CA,Ontario,ON,M5V 2G7,43.8101,-79.5355,138750,665,208.65,North America,ref-ca-on-TOR
556,South America,Brazil,BR,São Paulo,,01310-118,-23.6798,-46.8201,161400,765,211.00,South America,ref-br-sp-SAO
557,Europe,France,FR,Île-de-France,,75019,49.0055,2.5489,62900,295,213.22,Western Europe,ref-fr-idf-PAR
558,Oceania,Australia,AU,New South Wales,NSW,2018,-33.9999,151.3595,93500,450,207.78,ANZ,ref-au-nsw-SYD
559,North America,United States,US,Texas,TX,73319,30.4685,-97.8822,113100,535,211.40,South,ref-us-tx-AUS
560,North America,United States,US,Florida,FL,33157,25.9601,-80.3915,148500,710,209.15,South,ref-us-fl-MIA
561,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6905,-0.2711,108000,515,209.71,Western Europe,ref-uk-eng-LON
562,Europe,Norway,NO,Oslo,,0168,60.0811,10.9595,27500,125,220.00,Nordics,ref-no-osl
563,Asia,India,IN,Maharashtra,,400019,19.2701,73.0805,219100,1035,211.69,South Asia,ref-in-mh-MUM
564,Africa,South Africa,ZA,Western Cape,,8019,-34.0715,18.6209,78300,375,208.80,Sub-Saharan Africa,ref-za-wc-CPT
565,North America,Mexico,MX,Mexico City,,06018,19.6201,-99.2711,178000,845,210.65,LATAM,ref-mx-mxc
566,North America,United States,US,Arizona,AZ,85018,33.6200,-112.2400,127000,595,213.45,West Coast,ref-us-az
567,North America,United States,US,Georgia,GA,30318,33.9200,-84.5600,157000,745,210.74,South,ref-us-ga
568,Europe,Italy,IT,Lazio,,00117,42.0700,12.6700,92000,440,209.09,Southern Europe,ref-it-laz
569,Asia,China,CN,Beijing,,100017,40.0700,116.5600,267000,1275,209.41,East Asia,ref-cn-bjn
570,South America,Argentina,AR,Buenos Aires,,1017,-34.7700,-58.5500,107000,510,209.80,South America,ref-ar-bue
571,North America,United States,US,California,CA,90228,34.0381,-118.2354,162345,770,210.84,West Coast,ref-us-ca-LA
572,North America,United States,US,New York,NY,10020,40.7801,-74.1138,240901,1150,209.48,North East,ref-us-ny-NYC
573,Europe,Germany,DE,Bavaria,,80340,48.2322,11.6777,101500,480,211.46,Western Europe,ref-de-by-MUN
574,Asia,Japan,JP,Tokyo,,100-0010,35.7805,139.7799,309200,1440,214.72,East Asia,ref-jp-tko
575,North America,Canada,CA,Ontario,ON,M5V 2F8,43.7201,-79.4455,129750,620,209.27,North America,ref-ca-on-TOR
576,South America,Brazil,BR,São Paulo,,01310-109,-23.5898,-46.7301,170400,810,210.37,South America,ref-br-sp-SAO
577,Europe,France,FR,Île-de-France,,75010,48.9155,2.4589,71900,340,211.47,Western Europe,ref-fr-idf-PAR
578,Oceania,Australia,AU,New South Wales,NSW,2009,-33.9099,151.2695,84500,405,208.64,ANZ,ref-au-nsw-SYD
579,North America,United States,US,Texas,TX,73310,30.3785,-97.7922,104100,490,212.45,South,ref-us-tx-AUS
580,North America,United States,US,Florida,FL,33148,25.8701,-80.3015,139500,665,209.77,South,ref-us-fl-MIA
581,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6005,-0.1811,99000,470,210.64,Western Europe,ref-uk-eng-LON
582,Europe,Norway,NO,Oslo,,0159,59.9911,10.8695,36500,170,214.71,Nordics,ref-no-osl
583,Asia,India,IN,Maharashtra,,400010,19.1801,72.9905,210100,990,212.22,South Asia,ref-in-mh-MUM
584,Africa,South Africa,ZA,Western Cape,,8010,-33.9815,18.5309,69300,330,210.00,Sub-Saharan Africa,ref-za-wc-CPT
585,North America,Mexico,MX,Mexico City,,06009,19.5301,-99.1811,169000,800,211.25,LATAM,ref-mx-mxc
586,North America,United States,US,Arizona,AZ,85009,33.5300,-112.1500,118000,550,214.55,West Coast,ref-us-az
587,North America,United States,US,Georgia,GA,30309,33.8300,-84.4700,148000,700,211.43,South,ref-us-ga
588,Europe,Italy,IT,Lazio,,00108,41.9800,12.5800,83000,395,210.13,Southern Europe,ref-it-laz
589,Asia,China,CN,Beijing,,100008,39.9800,116.4700,258000,1230,209.76,East Asia,ref-cn-bjn
590,South America,Argentina,AR,Buenos Aires,,1008,-34.6800,-58.4600,98000,465,210.75,South America,ref-ar-bue
591,North America,United States,US,California,CA,90220,34.0181,-118.2154,162345,770,210.84,West Coast,ref-us-ca-LA
592,North America,United States,US,New York,NY,10012,40.8001,-74.1338,238901,1140,209.56,North East,ref-us-ny-NYC
593,Europe,Germany,DE,Bavaria,,80342,48.2522,11.6977,99500,470,211.70,Western Europe,ref-de-by-MUN
594,Asia,Japan,JP,Tokyo,,100-0012,35.8005,139.7999,311200,1450,214.62,East Asia,ref-jp-tko
595,North America,Canada,CA,Ontario,ON,M5V 2G0,43.7401,-79.4655,131750,630,209.13,North America,ref-ca-on-TOR
596,South America,Brazil,BR,São Paulo,,01310-111,-23.6098,-46.7501,168400,800,210.50,South America,ref-br-sp-SAO
597,Europe,France,FR,Île-de-France,,75012,48.9355,2.4789,69900,330,211.82,Western Europe,ref-fr-idf-PAR
598,Oceania,Australia,AU,New South Wales,NSW,2011,-33.9299,151.2895,86500,415,208.43,ANZ,ref-au-nsw-SYD
599,North America,United States,US,Texas,TX,73312,30.3985,-97.8122,106100,500,212.20,South,ref-us-tx-AUS
600,North America,United States,US,Florida,FL,33150,25.8901,-80.3215,141500,675,209.63,South,ref-us-fl-MIA
601,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6205,-0.2011,101000,480,210.42,Western Europe,ref-uk-eng-LON
602,Europe,Norway,NO,Oslo,,0161,60.0111,10.8895,34500,160,215.62,Nordics,ref-no-osl
603,Asia,India,IN,Maharashtra,,400012,19.2001,73.0105,212100,1000,212.10,South Asia,ref-in-mh-MUM
604,Africa,South Africa,ZA,Western Cape,,8012,-34.0015,18.5509,71300,340,209.71,Sub-Saharan Africa,ref-za-wc-CPT
605,North America,Mexico,MX,Mexico City,,06011,19.5501,-99.2011,171000,810,211.11,LATAM,ref-mx-mxc
606,North America,United States,US,Arizona,AZ,85011,33.5500,-112.1700,120000,560,214.29,West Coast,ref-us-az
607,North America,United States,US,Georgia,GA,30311,33.8500,-84.4900,150000,710,211.27,South,ref-us-ga
608,Europe,Italy,IT,Lazio,,00110,42.0000,12.6000,85000,405,209.88,Southern Europe,ref-it-laz
609,Asia,China,CN,Beijing,,100010,40.0000,116.4900,260000,1240,209.68,East Asia,ref-cn-bjn
610,South America,Argentina,AR,Buenos Aires,,1010,-34.7000,-58.4800,100000,475,210.53,South America,ref-ar-bue
611,North America,United States,US,California,CA,90221,34.0081,-118.2054,163345,775,210.77,West Coast,ref-us-ca-LA
612,North America,United States,US,New York,NY,10013,40.8101,-74.1438,237901,1135,209.60,North East,ref-us-ny-NYC
613,Europe,Germany,DE,Bavaria,,80343,48.2622,11.7077,98500,465,211.83,Western Europe,ref-de-by-MUN
614,Asia,Japan,JP,Tokyo,,100-0013,35.8105,139.8099,312200,1455,214.57,East Asia,ref-jp-tko
615,North America,Canada,CA,Ontario,ON,M5V 2G1,43.7501,-79.4755,132750,635,209.06,North America,ref-ca-on-TOR
616,South America,Brazil,BR,São Paulo,,01310-112,-23.6198,-46.7601,167400,795,210.57,South America,ref-br-sp-SAO
617,Europe,France,FR,Île-de-France,,75013,48.9455,2.4889,68900,325,211.85,Western Europe,ref-fr-idf-PAR
618,Oceania,Australia,AU,New South Wales,NSW,2012,-33.9399,151.2995,87500,420,208.33,ANZ,ref-au-nsw-SYD
619,North America,United States,US,Texas,TX,73313,30.4085,-97.8222,107100,505,212.08,South,ref-us-tx-AUS
620,North America,United States,US,Florida,FL,33151,25.9001,-80.3315,142500,680,209.56,South,ref-us-fl-MIA
621,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6305,-0.2111,102000,485,210.31,Western Europe,ref-uk-eng-LON
622,Europe,Norway,NO,Oslo,,0162,60.0211,10.8995,33500,155,216.13,Nordics,ref-no-osl
623,Asia,India,IN,Maharashtra,,400013,19.2101,73.0205,213100,1005,212.04,South Asia,ref-in-mh-MUM
624,Africa,South Africa,ZA,Western Cape,,8013,-34.0115,18.5609,72300,345,209.57,Sub-Saharan Africa,ref-za-wc-CPT
625,North America,Mexico,MX,Mexico City,,06012,19.5601,-99.2111,172000,815,210.92,LATAM,ref-mx-mxc
626,North America,United States,US,Arizona,AZ,85012,33.5600,-112.1800,121000,565,214.16,West Coast,ref-us-az
627,North America,United States,US,Georgia,GA,30312,33.8600,-84.5000,151000,715,211.19,South,ref-us-ga
628,Europe,Italy,IT,Lazio,,00111,42.0100,12.6100,86000,410,209.76,Southern Europe,ref-it-laz
629,Asia,China,CN,Beijing,,100011,40.0100,116.5000,261000,1245,209.64,East Asia,ref-cn-bjn
630,South America,Argentina,AR,Buenos Aires,,1011,-34.7100,-58.4900,101000,480,210.42,South America,ref-ar-bue
631,North America,United States,US,California,CA,90222,33.9981,-118.1954,164345,780,210.70,West Coast,ref-us-ca-LA
632,North America,United States,US,New York,NY,10014,40.8201,-74.1538,236901,1130,209.65,North East,ref-us-ny-NYC
633,Europe,Germany,DE,Bavaria,,80344,48.2722,11.7177,97500,460,211.96,Western Europe,ref-de-by-MUN
634,Asia,Japan,JP,Tokyo,,100-0014,35.8205,139.8199,313200,1460,214.52,East Asia,ref-jp-tko
635,North America,Canada,CA,Ontario,ON,M5V 2G2,43.7601,-79.4855,133750,640,209.00,North America,ref-ca-on-TOR
636,South America,Brazil,BR,São Paulo,,01310-113,-23.6298,-46.7701,166400,790,210.63,South America,ref-br-sp-SAO
637,Europe,France,FR,Île-de-France,,75014,48.9555,2.4989,67900,320,212.19,Western Europe,ref-fr-idf-PAR
638,Oceania,Australia,AU,New South Wales,NSW,2013,-33.9499,151.3095,88500,425,208.24,ANZ,ref-au-nsw-SYD
639,North America,United States,US,Texas,TX,73314,30.4185,-97.8322,108100,510,211.96,South,ref-us-tx-AUS
640,North America,United States,US,Florida,FL,33152,25.9101,-80.3415,143500,685,209.49,South,ref-us-fl-MIA
641,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6405,-0.2211,103000,490,210.20,Western Europe,ref-uk-eng-LON
642,Europe,Norway,NO,Oslo,,0163,60.0311,10.9095,32500,150,216.67,Nordics,ref-no-osl
643,Asia,India,IN,Maharashtra,,400014,19.2201,73.0305,214100,1010,211.98,South Asia,ref-in-mh-MUM
644,Africa,South Africa,ZA,Western Cape,,8014,-34.0215,18.5709,73300,350,209.43,Sub-Saharan Africa,ref-za-wc-CPT
645,North America,Mexico,MX,Mexico City,,06013,19.5701,-99.2211,173000,820,210.98,LATAM,ref-mx-mxc
646,North America,United States,US,Arizona,AZ,85013,33.5700,-112.1900,122000,570,214.04,West Coast,ref-us-az
647,North America,United States,US,Georgia,GA,30313,33.8700,-84.5100,152000,720,211.11,South,ref-us-ga
648,Europe,Italy,IT,Lazio,,00112,42.0200,12.6200,87000,415,209.64,Southern Europe,ref-it-laz
649,Asia,China,CN,Beijing,,100012,40.0200,116.5100,262000,1250,209.60,East Asia,ref-cn-bjn
650,South America,Argentina,AR,Buenos Aires,,1012,-34.7200,-58.5000,102000,485,210.31,South America,ref-ar-bue
651,North America,United States,US,California,CA,90223,33.9881,-118.1854,165345,785,210.63,West Coast,ref-us-ca-LA
652,North America,United States,US,New York,NY,10015,40.8301,-74.1638,235901,1125,209.70,North East,ref-us-ny-NYC
653,Europe,Germany,DE,Bavaria,,80345,48.2822,11.7277,96500,455,212.09,Western Europe,ref-de-by-MUN
654,Asia,Japan,JP,Tokyo,,100-0015,35.8305,139.8299,314200,1465,214.47,East Asia,ref-jp-tko
655,North America,Canada,CA,Ontario,ON,M5V 2G3,43.7701,-79.4955,134750,645,208.91,North America,ref-ca-on-TOR
656,South America,Brazil,BR,São Paulo,,01310-114,-23.6398,-46.7801,165400,785,210.70,South America,ref-br-sp-SAO
657,Europe,France,FR,Île-de-France,,75015,48.9655,2.5089,66900,315,212.38,Western Europe,ref-fr-idf-PAR
658,Oceania,Australia,AU,New South Wales,NSW,2014,-33.9599,151.3195,89500,430,208.14,ANZ,ref-au-nsw-SYD
659,North America,United States,US,Texas,TX,73315,30.4285,-97.8422,109100,515,211.84,South,ref-us-tx-AUS
660,North America,United States,US,Florida,FL,33153,25.9201,-80.3515,144500,690,209.42,South,ref-us-fl-MIA
661,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6505,-0.2311,104000,495,210.10,Western Europe,ref-uk-eng-LON
662,Europe,Norway,NO,Oslo,,0164,60.0411,10.9195,31500,145,217.24,Nordics,ref-no-osl
663,Asia,India,IN,Maharashtra,,400015,19.2301,73.0405,215100,1015,211.92,South Asia,ref-in-mh-MUM
664,Africa,South Africa,ZA,Western Cape,,8015,-34.0315,18.5809,74300,355,209.30,Sub-Saharan Africa,ref-za-wc-CPT
665,North America,Mexico,MX,Mexico City,,06014,19.5801,-99.2311,174000,825,210.91,LATAM,ref-mx-mxc
666,North America,United States,US,Arizona,AZ,85014,33.5800,-112.2000,123000,575,213.91,West Coast,ref-us-az
667,North America,United States,US,Georgia,GA,30314,33.8800,-84.5200,153000,725,211.03,South,ref-us-ga
668,Europe,Italy,IT,Lazio,,00113,42.0300,12.6300,88000,420,209.52,Southern Europe,ref-it-laz
669,Asia,China,CN,Beijing,,100013,40.0300,116.5200,263000,1255,209.56,East Asia,ref-cn-bjn
670,South America,Argentina,AR,Buenos Aires,,1013,-34.7300,-58.5100,103000,490,210.20,South America,ref-ar-bue
671,North America,United States,US,California,CA,90224,33.9781,-118.1754,166345,790,210.56,West Coast,ref-us-ca-LA
672,North America,United States,US,New York,NY,10016,40.8401,-74.1738,234901,1120,209.73,North East,ref-us-ny-NYC
673,Europe,Germany,DE,Bavaria,,80346,48.2922,11.7377,95500,450,212.22,Western Europe,ref-de-by-MUN
674,Asia,Japan,JP,Tokyo,,100-0016,35.8405,139.8399,315200,1470,214.42,East Asia,ref-jp-tko
675,North America,Canada,CA,Ontario,ON,M5V 2G4,43.7801,-79.5055,135750,650,208.85,North America,ref-ca-on-TOR
676,South America,Brazil,BR,São Paulo,,01310-115,-23.6498,-46.7901,164400,780,210.77,South America,ref-br-sp-SAO
677,Europe,France,FR,Île-de-France,,75016,48.9755,2.5189,65900,310,212.58,Western Europe,ref-fr-idf-PAR
678,Oceania,Australia,AU,New South Wales,NSW,2015,-33.9699,151.3295,90500,435,208.05,ANZ,ref-au-nsw-SYD
679,North America,United States,US,Texas,TX,73316,30.4385,-97.8522,110100,520,211.73,South,ref-us-tx-AUS
680,North America,United States,US,Florida,FL,33154,25.9301,-80.3615,145500,695,209.35,South,ref-us-fl-MIA
681,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6605,-0.2411,105000,500,210.00,Western Europe,ref-uk-eng-LON
682,Europe,Norway,NO,Oslo,,0165,60.0511,10.9295,30500,140,217.86,Nordics,ref-no-osl
683,Asia,India,IN,Maharashtra,,400016,19.2401,73.0505,216100,1020,211.86,South Asia,ref-in-mh-MUM
684,Africa,South Africa,ZA,Western Cape,,8016,-34.0415,18.5909,75300,360,209.17,Sub-Saharan Africa,ref-za-wc-CPT
685,North America,Mexico,MX,Mexico City,,06015,19.5901,-99.2411,175000,830,210.84,LATAM,ref-mx-mxc
686,North America,United States,US,Arizona,AZ,85015,33.5900,-112.2100,124000,580,213.79,West Coast,ref-us-az
687,North America,United States,US,Georgia,GA,30315,33.8900,-84.5300,154000,730,210.96,South,ref-us-ga
688,Europe,Italy,IT,Lazio,,00114,42.0400,12.6400,89000,425,209.41,Southern Europe,ref-it-laz
689,Asia,China,CN,Beijing,,100014,40.0400,116.5300,264000,1260,209.52,East Asia,ref-cn-bjn
690,South America,Argentina,AR,Buenos Aires,,1014,-34.7400,-58.5200,104000,495,210.10,South America,ref-ar-bue
691,North America,United States,US,California,CA,90225,33.9681,-118.1654,167345,795,210.50,West Coast,ref-us-ca-LA
692,North America,United States,US,New York,NY,10017,40.8501,-74.1838,233901,1115,209.78,North East,ref-us-ny-NYC
693,Europe,Germany,DE,Bavaria,,80347,48.3022,11.7477,94500,445,212.36,Western Europe,ref-de-by-MUN
694,Asia,Japan,JP,Tokyo,,100-0017,35.8505,139.8499,316200,1475,214.37,East Asia,ref-jp-tko
695,North America,Canada,CA,Ontario,ON,M5V 2G5,43.7901,-79.5155,136750,655,208.78,North America,ref-ca-on-TOR
696,South America,Brazil,BR,São Paulo,,01310-116,-23.6598,-46.8001,163400,775,210.84,South America,ref-br-sp-SAO
697,Europe,France,FR,Île-de-France,,75017,48.9855,2.5289,64900,305,212.79,Western Europe,ref-fr-idf-PAR
698,Oceania,Australia,AU,New South Wales,NSW,2016,-33.9799,151.3395,91500,440,207.95,ANZ,ref-au-nsw-SYD
699,North America,United States,US,Texas,TX,73317,30.4485,-97.8622,111100,525,211.62,South,ref-us-tx-AUS
700,North America,United States,US,Florida,FL,33155,25.9401,-80.3715,146500,700,209.29,South,ref-us-fl-MIA
701,Europe,United Kingdom,GB,England,ENG,SW1A 0AD,51.6705,-0.2511,106000,505,209.90,Western Europe,ref-uk-eng-LON
702,Europe,Norway,NO,Oslo,,0166,60.0611,10.9395,29500,135,218.52,Nordics,ref-no-osl
703,Asia,India,IN,Maharashtra,,400017,19.2501,73.0605,217100,1025,211.80,South Asia,ref-in-mh-MUM
704,Africa,South Africa,ZA,Western Cape,,8017,-34.0515,18.6009,76300,365,209.04,Sub-Saharan Africa,ref-za-wc-CPT
705,North America,Mexico,MX,Mexico City,,06016,19.6001,-99.2511,176000,835,210.78,LATAM,ref-mx-mxc
706,North America,United States,US,Arizona,AZ,85016,33.6000,-112.2200,125000,585,213.68,West Coast,ref-us-az
707,North America,United States,US,Georgia,GA,30316,33.9000,-84.5400,155000,735,210.88,South,ref-us-ga
708,Europe,Italy,IT,Lazio,,00115,42.0500,12.6500,90000,430,209.30,Southern Europe,ref-it-laz
709,Asia,China,CN,Beijing,,100015,40.0500,116.5400,265000,1265,209.49,East Asia,ref-cn-bjn
710,South America,Argentina,AR,Buenos Aires,,1015,-34.7500,-58.5300,105000,500,210.00,South America,ref-ar-bue
711,North America,United States,US,California,CA,90226,33.9581,-118.1554,168345,800,210.43,West Coast,ref-us-ca-LA
712,North America,United States,US,New York,NY,10018,40.8601,-74.1938,232901,1110,209.82,North East,ref-us-ny-NYC
