name,longitude,latitude
Lewistown Municipal Airport,-109.467002868652,47.0493011474609
Lynchburg Regional Preston Glenn Field,-79.2004013061523,37.3266983032227
Midland International Airport,-102.202003479004,31.9424991607666
MBS International Airport,-84.0795974731445,43.532901763916
Kansas City International Airport,-94.7138977050781,39.2975997924805
Middle Georgia Regional Airport,-83.6492004394531,32.692798614502
Orlando International Airport,-81.3089981079102,28.4293994903564
Harrisburg International Airport,-76.7633972168,40.1935005188
Chicago Midway International Airport,-87.7524032592773,41.7859992980957
Key Field,-88.7518997192383,32.3325996398926
Memphis International Airport,-89.9766998291016,35.0424003601074
Mc Allen Miller International Airport,-98.23860168,26.17580032
Rogue Valley International Medford Airport,-122.873001098633,42.3741989135742
Montgomery Regional (Dannelly Field) Airport,-86.39399719,32.30059814
Morgantown Municipal Walter L. Bill Hart Field,-79.91629791,39.64289856
Manhattan Regional Airport,-96.6707992553711,39.140998840332
Manchester Airport,-71.4356994628906,42.9325981140137
Miami International Airport,-80.2906036376953,25.7931995391846
General Mitchell International Airport,-87.896598815918,42.9472007751465
Mc Kellar Sipes Regional Airport,-88.91560364,35.59989929
Melbourne International Airport,-80.6453018188477,28.1028003692627
Quad City International Airport,-90.5074996948242,41.4485015869141
Frank Wiley Field,-105.886001586914,46.4280014038086
Monroe Regional Airport,-92.0376968383789,32.5108985900879
Mobile Regional Airport,-88.2427978515625,30.6912002563477
Modesto City Co-Harry Sham Field,-120.9540024,37.62580109
Minot International Airport,-101.279998779297,48.2593994140625
Monterey Peninsula Airport,-121.843002319336,36.5870018005371
Northwest Alabama Regional Airport,-87.61019897,34.74530029
Dane County Regional Truax Field,-89.3375015258789,43.1399002075195
Missoula International Airport,-114.0910034,46.91630173
Minneapolis-St Paul International/Wold-Chamberlain Airport,-93.2218017578,44.8819999695
Massena International Richards Field,-74.8455963134766,44.9357986450195
Louis Armstrong New Orleans International Airport,-90.2580032348633,29.9934005737305
Myrtle Beach International Airport,-78.9282989501953,33.6796989440918
Yuma MCAS/Yuma International Airport,-114.6060028,32.65660095
Metropolitan Oakland International Airport,-122.221000671387,37.7212982177734
Will Rogers World Airport,-97.600700378418,35.3931007385254
Eppley Airfield,-95.8940963745117,41.3031997680664
Ontario International Airport,-117.600997924805,34.0559997558594
Chicago O'Hare International Airport,-87.90480042,41.97859955
Norfolk International Airport,-76.2012023925781,36.8945999145508
Southwest Oregon Regional Airport,-124.246002197266,43.4170989990234
Owensboro Daviess County Airport,-87.16680145,37.74010086
Chongjin Airport,129.854995727539,41.8013000488281
Barkley Regional Airport,-88.7738037109375,37.0607986450195
Plattsburgh International Airport,-73.4681015014648,44.6509017944336
Palm Beach International Airport,-80.0955963134766,26.6832008361816
Portland International Airport,-122.5979996,45.58869934
Newport News Williamsburg International Airport,-76.49299622,37.13190079
Philadelphia International Airport,-75.241096496582,39.871898651123
Phoenix Sky Harbor International Airport,-112.012001037598,33.4342994689941
Greater Peoria Regional Airport,-89.6932983398438,40.6641998291016
Hattiesburg Laurel Regional Airport,-89.3370971679688,31.4671001434326
St Petersburg Clearwater International Airport,-82.68740082,27.91020012
Pocatello Regional Airport,-112.596000671387,42.9098014831543
Pierre Regional Airport,-100.2860031,44.38270187
Pittsburgh International Airport,-80.23290253,40.49150085
Mid Ohio Valley Regional Airport,-81.4392013549805,39.345100402832
Pellston Regional Airport of Emmet County Airport,-84.79669952,45.57089996
Palmdale Regional/USAF Plant 42 Airport,-118.0849991,34.62939835
Pensacola Regional Airport,-87.1865997314453,30.4734001159668
Northern Maine Regional Airport at Presque Isle,-68.0447998,46.68899918
Ernest A. Love Field,-112.4199982,34.65449905
Tri Cities Airport,-119.119003295898,46.2647018432617
Portsmouth International at Pease Airport,-70.8233032227,43.0778999329
Palm Springs International Airport,-116.50700378418,33.8297004699707
Pullman Moscow Regional Airport,-117.110000610352,46.7439002990723
Theodore Francis Green State Airport,-71.4204025268555,41.7326011657715
Portland International Jetport Airport,-70.30930328,43.64619827
Rapid City Regional Airport,-103.056999206543,44.0452995300293
Redding Municipal Airport,-122.2929993,40.50899887
Reading Regional Carl A Spaatz Field,-75.965202331543,40.3785018920898
Roberts Field,-121.1500015,44.2541008
Raleigh Durham International Airport,-78.7874984741211,35.8776016235352
Chicago Rockford International Airport,-89.0971984863281,42.1954002380371
Rhinelander Oneida County Airport,-89.4674987792969,45.6311988830566
Richmond International Airport,-77.3197021484375,37.505199432373
Rock Springs Sweetwater County Airport,-109.0650024,41.59420013
Reno Tahoe International Airport,-119.767997741699,39.4990997314453
Roanoke Regional Woodrum Field,-79.9754028320312,37.3255004882812
Greater Rochester International Airport,-77.6724014282227,43.1189002990723
Roswell International Air Center Airport,-104.53099822998,33.3016014099121
Rochester International Airport,-92.5,43.9082984924316
Southwest Florida International Airport,-81.7552032470703,26.5361995697021
Rutland - Southern Vermont Regional Airport,-72.94960022,43.52939987
San Diego International Airport,-117.190002441406,32.7336006164551
San Antonio International Airport,-98.4698028564453,29.5337009429932
Savannah Hilton Head International Airport,-81.20210266,32.12760162
Santa Barbara Municipal Airport,-119.8399963,34.42620087
South Bend Regional Airport,-86.3172988891602,41.7086982727051
San Luis County Regional Airport,-120.641998291016,35.2368011474609
Salisbury Ocean City Wicomico Regional Airport,-75.5102996826172,38.3404998779297
Louisville International Standiford Field,-85.7360000610352,38.1744003295898
Seattle Tacoma International Airport,-122.30899810791,47.4490013122559
Orlando Sanford International Airport,-81.2375030517578,28.7775993347168
San Francisco International Airport,-122.375,37.6189994812012
Springfield Branson National Airport,-93.38860321,37.24570084
Sheridan County Airport,-106.980003356934,44.7691993713379
Shreveport Regional Airport,-93.8255996704102,32.4466018676758
Norman Y. Mineta San Jose International Airport,-121.929000854492,37.3625984191895
San Angelo Regional Mathis Field,-100.496002197266,31.3577003479004
Salt Lake City International Airport,-111.977996826172,40.7883987426758
Adirondack Regional Airport,-74.2061996459961,44.3852996826172
Salina Municipal Airport,-97.6521987915039,38.7910003662109
Sacramento International Airport,-121.591003417969,38.6954002380371
Santa Maria Pub/Capt G Allan Hancock Field,-120.4570007,34.89889908
John Wayne Airport-Orange County Airport,-117.8679962,33.67570114
Abraham Lincoln Capital Airport,-89.67790222,39.84410095
Sheppard Air Force Base-Wichita Falls Municipal Airport,-98.49189758,33.98880005
Sarasota Bradenton International Airport,-82.5543975830078,27.3953990936279
St Cloud Regional Airport,-94.0598983764648,45.5466003417969
Lambert St Louis International Airport,-90.370002746582,38.7486991882324
Charles M. Schulz Sonoma County Airport,-122.8130035,38.50899887
Friedman Memorial Airport,-114.2959976,43.50439835
Sioux Gateway Col. Bud Day Field,-96.38439941,42.40259933
Stewart International Airport,-74.1047973632812,41.5041007995605
Syracuse Hancock International Airport,-76.1063003540039,43.111198425293
Waynesville-St. Robert Regional Forney field,-92.14070129,37.74160004
Tallahassee Regional Airport,-84.3503036499023,30.3964996337891
Toledo Express Airport,-83.80780029,41.58679962
Tampa International Airport,-82.533203125,27.9755001068115
Tri Cities Regional Tn Va Airport,-82.4074020385742,36.4752006530762
Trenton Mercer Airport,-74.8134994506836,40.2766990661621
Tulsa International Airport,-95.8880996704102,36.1983985900879
Tupelo Regional Airport,-88.7698974609375,34.2681007385254
Tucson International Airport,-110.94100189209,32.1161003112793
Cherry Capital Airport,-85.5821990966797,44.7414016723633
Joslin Field Magic Valley Regional Airport,-114.487999,42.48180008
Texarkana Regional Webb Field,-93.9909973144531,33.4537010192871
Tyler Pounds Regional Airport,-95.4023971557617,32.3540992736816
McGhee Tyson Airport,-83.9940033,35.81100082
Quincy Regional Baldwin Field,-91.19460297,39.94269943
University Park Airport,-77.8487014771,40.8493003845
Victoria Regional Airport,-96.9185028076172,28.8526000976562
Valdosta Regional Airport,-83.2767028808594,30.7824993133545
Eglin Air Force Base,-86.5253982543945,30.4832000732422
Worland Municipal Airport,-107.950996398926,43.9656982421875
Kiwayu Airport,41.2975006103516,-1.96055996417999
Yakima Air Terminal McAllister Field,-120.5439987,46.56819916
Dzhezkazgan Airport,67.6734008789062,47.7708015441895
Tirana International Airport Mother Teresa,19.7206001282,41.4146995544
Burgas Airport,27.5151996612549,42.5695991516113
Plovdiv International Airport,24.8507995605469,42.067798614502
Sofia Airport,23.4114360809326,42.6966934204102
Varna Airport,27.8250999450684,43.2321014404297
Ercan International Airport,33.4961013793945,35.1547012329102
Larnaca International Airport,33.6249008178711,34.8750991821289
Paphos International Airport,32.4856986999512,34.7179985046387
Dubrovnik Airport,18.2681999206543,42.5614013671875
Pula Airport,13.9222002029419,44.8935012817383
Rijeka Airport,14.5703001022339,45.2168998718262
Bol Airport,16.6797008514404,43.285701751709
Split Airport,16.2980003356934,43.5388984680176
Zagreb Airport,16.0687999725,45.7429008484
Zemunik Airport,15.3466997146606,44.1082992553711
Albacete-Los Llanos Airport,-1.86352002621,38.9485015869
Alicante International Airport,-0.55815601348877,38.2821998596191
Almería International Airport,-2.3701000213623,36.8438987731934
Asturias Airport,-6.03461980819702,43.5635986328125
Bilbao Airport,-2.91060996055603,43.3011016845703
Barcelona International Airport,2.07845997810364,41.2971000671387
Badajoz Airport,-6.82133007049561,38.891300201416
A Coruña Airport,-8.37726020812988,43.3021011352539
Lleida-Alguaire Airport,0.535023,41.728185
Girona Airport,2.76055002212524,41.9010009765625
Federico Garcia Lorca Airport,-3.77735996246338,37.1887016296387
Ibiza Airport,1.37311995029,38.8728981018
Jerez Airport,-6.06011009216309,36.7445983886719
San Javier Airport,-0.812389016151428,37.7750015258789
Madrid Barajas International Airport,-3.56676,40.4936
Málaga Airport,-4.49911022186279,36.6749000549316
Menorca Airport,4.21864986419678,39.8625984191895
Palma De Mallorca Airport,2.73881006241,39.551700592
Pamplona Airport,-1.64632999897003,42.7700004577637
Reus Air Base,1.16717004776001,41.1473999023438
Salamanca Airport,-5.50198984146118,40.9520988464355
San Sebastian Airport,-1.79060995578766,43.3564987182617
Santiago de Compostela Airport,-8.41514015197754,42.8963012695312
Valencia Airport,-0.481624990701675,39.4892997741699
Valladolid Airport,-4.85194015503,41.7061004639
Vitoria/Foronda Airport,-2.72446990013123,42.8828010559082
Vigo Airport,-8.62677001953125,42.2318000793457
Santander Airport,-3.82000994682312,43.4271011352539
Zaragoza Air Base,-1.04155004024506,41.6661987304688
Sevilla Airport,-5.8931097984314,37.4179992675781
Agen-La Garenne Airport,0.590556025505066,44.1747016906738
Bordeaux-Mérignac (BA 106) Airport,-0.715556025505066,44.8283004760742
Bergerac-Roumanière Airport,0.518611013889313,44.8252983093262
La Rochelle-Île de Ré Airport,-1.19527995586395,46.17919921875
Poitiers-Biard Airport,0.306665986776352,46.5876998901367
Limoges Airport,1.17944002151489,45.8628005981445
Toulouse-Blagnac Airport,1.36381995677948,43.6291007995605
Pau Pyrénées Airport,-0.418610990047455,43.3800010681152
Tarbes-Lourdes-Pyrénées Airport,-0.006438999902457,43.1786994934082
Angoulême-Brie-Champniers Airport,0.221456006169319,45.7291984558105
Biarritz-Anglet-Bayonne Airport,-1.5233199596405,43.4683990478516
Castres-Mazamet Airport,2.2891800403595,43.5563011169434
Rodez-Marcillac Airport,2.48267006874084,44.407901763916
Île d'Yeu Airport,-2.39110994338989,46.7186012268066
Le Puy-Loudes Airport,3.76289010047913,45.0806999206543
Metz-Nancy-Lorraine Airport,6.25131988525,48.9821014404
Angers-Loire Airport,-0.312222003936768,47.5602989196777
Bastia-Poretta Airport,9.48373031616211,42.5527000427246
Calvi-Sainte-Catherine Airport,8.79319000244141,42.5307998657227
Figari Sud-Corse Airport,9.09778022766113,41.5005989074707
Ajaccio-Napoléon Bonaparte Airport,8.8029203414917,41.9235992431641
Chambéry-Savoie Airport,5.88022994995117,45.6380996704102
Clermont-Ferrand Auvergne Airport,3.16916990280151,45.7867012023926
Lyon Saint-Exupéry Airport,5.09082984924,45.726398468
Annecy-Haute-Savoie-Mont Blanc Airport,6.09876012802124,45.92919921875
Grenoble-Isère Airport,5.32937002182007,45.3628997802734
Aurillac Airport,2.42194008827209,44.8913993835449
Cannes-Mandelieu Airport,6.9534797668457,43.5419998168945
Saint-Étienne-Bouthéon Airport,4.29639005661011,45.540599822998
Carcassonne Airport,2.30631995201111,43.2159996032715
Marseille Provence Airport,5.22142410278,43.439271922
Nice-Côte d'Azur Airport,7.21586990356,43.6584014893
Perpignan-Rivesaltes (Llabanère) Airport,2.87067008018494,42.7403984069824
Montpellier-Méditerranée Airport,3.96301007270813,43.5761985778809
Béziers-Vias Airport,3.35389995574951,43.3235015869141
Avignon-Caumont Airport,4.90183019638062,43.907299041748
Paris Beauvais Tillé Airport,2.11278009414673,49.4543991088867
Le Havre Octeville Airport,0.0880559980869293,49.5339012145996
Rouen Airport,1.17480003833771,49.3842010498047
Tours-Val-de-Loire Airport,0.727605998516,47.4322013855
Charles de Gaulle International Airport,2.54999995232,49.0127983093
Paris-Orly Airport,2.35944008827,48.7252998352
Pontoise - Cormeilles-en-Vexin Airport,2.04082989692688,49.0965995788574
Lille-Lesquin Airport,3.08944010734558,50.5619010925293
Brest Bretagne Airport,-4.41854000091553,48.4478988647461
Cherbourg-Maupertus Airport,-1.47028005123138,49.6501007080078
Dinard-Pleurtuit-Saint-Malo Airport,-2.07996010780334,48.5876998901367
Lorient South Brittany (Bretagne Sud) Airport,-3.44000005722046,47.7606010437012
Caen-Carpiquet Airport,-0.449999988079071,49.1733016967773
Rennes-Saint-Jacques Airport,-1.73478996754,48.0694999695
Lannion-Côte de Granit Airport,-3.47165989875793,48.7543983459473
Quimper-Cornouaille Airport,-4.16778993606567,47.9749984741211
Nantes Atlantique Airport,-1.61073005199,47.1531982422
EuroAirport Basel-Mulhouse-Freiburg Airport,7.52991008759,47.5895996094
Dijon-Bourgogne Airport,5.09000015259,47.268901825
Épinal-Mirecourt Airport,6.06998014450073,48.3250007629395
Reims-Champagne (BA 112) Airport,4.05000019073486,49.310001373291
Strasbourg Airport,7.62823009490967,48.5382995605469
Toulon-Hyères Airport,6.14602994919,43.0973014832
Nîmes-Arles-Camargue Airport,4.4163498878479,43.7574005126953
St Pierre Airport,-56.1730995178223,46.7629013061523
Dimokritos Airport,25.9563007354736,40.855899810791
Eleftherios Venizelos International Airport,23.9444999695,37.9364013672
Chios Island National Airport,26.1406002044678,38.3432006835938
Ioannina Airport,20.8225002288818,39.6963996887207
Heraklion International Nikos Kazantzakis Airport,25.1802997589,35.3396987915
Kefallinia Airport,20.5004997253418,38.1200981140137
Kalamata Airport,22.0254993438721,37.0682983398438
Kos Airport,27.0916996002197,36.7933006286621
Karpathos Airport,27.1459999084473,35.4213981628418
Ioannis Kapodistrias International Airport,19.9116992950439,39.6018981933594
Alexander the Great International Airport,24.6191997528076,40.9132995605469
Filippos Airport,21.840799331665,40.2860984802246
Mikonos Airport,25.3481006622314,37.4351005554199
Mytilene International Airport,26.5983009338,39.0567016602
Aktion National Airport,20.7653007507324,38.9254989624023
Diagoras Airport,28.0862007141113,36.4053993225098
Araxos Airport,21.4256000518799,38.1511001586914
Chania International Airport,24.1497001647949,35.5317001342773
Skiathos Island National Airport,23.5037002563477,39.1771011352539
Samos Airport,26.9116992950439,37.689998626709
Santorini Airport,25.4792995452881,36.3992004394531
Sitia Airport,26.1012992858887,35.2160987854004
Thessaloniki Macedonia International Airport,22.9708995819092,40.5196990966797
Dionysios Solomos Airport,20.8843002319336,37.7509002685547
Budapest Listz Ferenc international Airport,19.2555999756,47.4369010925
Debrecen International Airport,21.6152992248535,47.488899230957
Pécs-Pogány Airport,18.2409992218018,45.9908981323242
Győr-Pér International Airport,17.8136005401611,47.6244010925293
Sármellék International Airport,17.1590995788574,46.6864013671875
Crotone Airport,17.0802001953125,38.997200012207
Bari / Palese International Airport,16.7605991363525,41.1389007568359
Foggia / Gino Lisa Airport,15.5349998474121,41.4328994750977
Pescara International Airport,14.1810998916626,42.4317016601562
Brindisi / Casale Airport,17.94700050354,40.657600402832
Lamezia Terme Airport,16.2423000335693,38.9053993225098
Catania / Fontanarossa Airport,15.0663995742798,37.4668006896973
Lampedusa Airport,12.6181001663208,35.4978981018066
Pantelleria Airport,11.9688997268677,36.8165016174316
Palermo / Punta Raisi Airport,13.0909996032715,38.1759986877441
Reggio Calabria Airport,15.6515998840332,38.0712013244629
Trapani / Birgi Airport,12.4879999160767,37.9113998413086
Alghero / Fertilia Airport,8.29076957702637,40.6320991516113
Cagliari / Elmas Airport,9.05428028106689,39.2514991760254
Olbia / Costa Smeralda Airport,9.51762962341309,40.8987007141113
Tortoli' / Arbatax Airport,9.68297958374023,39.9188003540039
Malpensa International Airport,8.72811031342,45.6305999756
Bergamo / Orio Al Serio Airport,9.70417022705078,45.673900604248
Torino / Caselle International Airport,7.64963006973,45.2008018494
Villanova D'Albenga International Airport,8.12742996216,44.0505981445
Genova / Sestri Cristoforo Colombo Airport,8.83749961853027,44.4132995605469
Linate Airport,9.27674007416,45.445098877
Parma Airport,10.2964000701904,44.8245010375977
Aosta Airport,7.36872005463,45.7384986877
Cuneo / Levaldigi Airport,7.62321996689,44.547000885
Bolzano Airport,11.3263998031616,46.4602012634277
Bologna / Borgo Panigale Airport,11.2887001037598,44.535400390625
Treviso / Sant'Angelo Airport,12.1943998336792,45.6483993530273
Forlì Airport,12.0700998306,44.1948013306
Brescia / Montichiari Airport,10.3305997848511,45.4289016723633
Trieste / Ronchi Dei Legionari,13.4722003936768,45.8274993896484
Rimini / Miramare - Federico Fellini International Airport,12.6117000579834,44.0203018188477
Verona / Villafranca Airport,10.888500213623,45.3956985473633
Ancona / Falconara Airport,13.3622999191284,43.6162986755371
Venezia / Tessera -  Marco Polo Airport,12.3519001007,45.5052986145
Ciampino Airport,12.5949001312256,41.7994003295898
Leonardo Da Vinci (Fiumicino) International Airport,12.2508001328,41.8045005798
Salerno / Pontecagnano Airport,14.9112997055054,40.6203994750977
Marina Di Campo Airport,10.2393999099731,42.7602996826172
Nápoli / Capodichino International Airport,14.2908000946045,40.8860015869141
Pisa / San Giusto - Galileo Galilei International Airport,10.3927001953125,43.6838989257812
Firenze / Peretola Airport,11.2051000595093,43.810001373291
Perugia / San Egidio Airport,12.5131998062134,43.0959014892578
Ljubljana Jože Pučnik Airport,14.4575996398926,46.2237014770508
Maribor Airport,15.6861000061035,46.4799003601074
Karlovy Vary International Airport,12.914999961853,50.2029991149902
Ostrava Leos Janáček Airport,18.1110992431641,49.6963005065918
Pardubice Airport,15.7385997772217,50.0134010314941
Ruzyně International Airport,14.2600002288818,50.1007995605469
Brno-Tuřany Airport,16.6944007873535,49.1512985229492
Ben Gurion International Airport,34.8866996765137,32.0113983154297
Eilat Airport,34.9600982666016,29.56130027771
Haifa International Airport,35.043098449707,32.809398651123
Ben Ya'akov Airport,35.5718994140625,32.9809989929199
Ovda International Airport,34.9357986450195,29.940299987793
Sde Dov Airport,34.7821998596191,32.1147003173828
Malta International Airport,14.4775,35.857498
Graz Airport,15.4395999908447,46.9911003112793
Innsbruck Airport,11.3439998627,47.2602005005
Klagenfurt Airport,14.3376998901,46.6425018311
Linz Airport,14.1875,48.2332000732422
Salzburg Airport,13.0043001175,47.7933006287
Vienna International Airport,16.5697002410889,48.1102981567383
Santa Maria Airport,-25.1706008911133,36.9714012145996
Flores Airport,-31.1313991546631,39.4552993774414
Faro Airport,-7.96590995789,37.0144004822
Graciosa Airport,-28.0298004150391,39.0922012329102
Horta Airport,-28.7159004211426,38.5199012756348
Lajes Field,-27.0907993317,38.7617988586
Madeira Airport,-16.7744998931885,32.6978988647461
João Paulo II Airport,-25.6979007721,37.7411994934
Francisco de Sá Carneiro Airport,-8.68138980865,41.2481002808
Porto Santo Airport,-16.3500003815,33.0733985901
Lisbon Portela Airport,-9.13591957092,38.7812995911
São Jorge Airport,-28.1758003234863,38.6655006408691
Banja Luka International Airport,17.2975006103516,44.9413986206055
Mostar International Airport,17.8458995819092,43.282901763916
Sarajevo International Airport,18.3314990997314,43.8246002197266
Arad International Airport,21.261999130249,46.1766014099121
Bacău Airport,26.9102993011475,46.521900177002
Tautii Magheraus Airport,23.4699993133545,47.6584014892578
Băneasa International Airport,26.1021003723145,44.5032005310059
Mihail Kogălniceanu International Airport,28.4883003234863,44.3622016906738
Cluj-Napoca International Airport,23.6861991882324,46.7851982116699
Iaşi Airport,27.6205997467041,47.1785011291504
Oradea International Airport,21.9025001525879,47.0252990722656
Henri Coandă International Airport,26.1021995544434,44.5722007751465
Sibiu International Airport,24.0912990570068,45.7855987548828
Satu Mare Airport,22.8857002258301,47.7033004760742
Suceava Stefan cel Mare Airport,26.3540992736816,47.6875
Transilvania Târgu Mureş International Airport,24.4125003814697,46.467700958252
Timişoara Traian Vuia Airport,21.3379001617432,45.8098983764648
Geneva Cointrin International Airport,6.10895013809204,46.2380981445312
Lugano Airport,8.9105796814,46.0042991638
Bern Belp Airport,7.49714994431,46.914100647
Zürich Airport,8.54916954040527,47.4646987915039
St Gallen Altenrhein Airport,9.56077003479,47.4850006104
Esenboğa International Airport,32.995098114,40.1281013489
Adana Airport,35.2803993225,36.9822006226
Antalya International Airport,30.800500869751,36.8987007141113
Gaziantep International Airport,37.4786987305,36.9472007751
Konya Airport,32.5619010925,37.9790000916
Amasya Merzifon Airport,35.5219993591,40.8293991089
Sivas Airport,36.9034996032715,39.8138008117676
Malatya Erhaç Airport,38.0909996033,38.4352989197
Kayseri Erkilet Airport,35.4953994751,38.770401001
Tokat Airport,36.3674087524414,40.307430267334
Çardak Airport,29.7012996674,37.7855987549
Atatürk International Airport,28.8145999908,40.9768981934
Balıkesir Merkez Airport,27.9260005950928,39.6193008422852
Çanakkale Airport,26.4267997742,40.1376991272
Adnan Menderes International Airport,27.156999588,38.2924003601
Bursa Yenişehir Airport,29.5625991821,40.2551994324
Dalaman International Airport,28.7924995422,36.7131004333
Tekirdağ Çorlu Airport,27.9190998077393,41.1381988525391
Anadolu University Airport,30.5193996429,39.8098983765
Elazığ Airport,39.2914009094,38.6068992615
Diyarbakir Airport,40.2010002136,37.893901825
Erzincan Airport,39.5270004272,39.7102012634
Erzurum International Airport,41.1702003479,39.9565010071
Kars Airport,43.1150016784668,40.562198638916
Trabzon International Airport,39.7896995544434,40.9950981140137
Şanlıurfa Airport,38.8470993041992,37.0942993164062
Van Ferit Melen Airport,43.3322982788086,38.4682006835938
Batman Airport,41.1166000366,37.9290008545
Muş Airport,41.6612014770508,38.7477989196777
Kahramanmaraş Airport,36.9535217285,37.5388259888
Ağrı Airport,43.0259780883789,39.654541015625
Adıyaman Airport,38.4688987732,37.7313995361
Mardin Airport,40.6316986084,37.2233009338
Şanlıurfa GAP Airport,38.8955917358398,37.4456634521484
Hatay Airport,36.2822227478,36.36277771
Süleyman Demirel International Airport,30.3684005737,37.8554000854
Balıkesir Körfez Airport,27.0137996674,39.554599762
Milas Bodrum International Airport,27.6643009186,37.2505989075
Samsun Çarşamba Airport,36.5671005249,41.2545013428
Sabiha Gökçen International Airport,29.3092002869,40.898601532
Gazipaşa Airport,32.3005981445,36.2992172241
Chişinău International Airport,28.9309997558594,46.9277000427246
Ohrid St. Paul the Apostle Airport,20.7423000335693,41.1800003051758
Skopje Alexander the Great Airport,21.6214008331299,41.9616012573242
Gibraltar Airport,-5.34965991974,36.1511993408
Belgrade Nikola Tesla Airport,20.3090991974,44.8184013367
Nis Airport,21.853701,43.337299
Podgorica Airport,19.2518997192383,42.3594017028809
Tivat Airport,18.7233009338379,42.4047012329102
M. R. Štefánik Airport,17.2126998901367,48.1702003479004
Košice Airport,21.2411003112793,48.6631011962891
Sliač Airport,19.1340999603271,48.6377983093262
Poprad-Tatry Airport,20.2411003113,49.073600769
Žilina Airport,18.6135005951,49.2314987183
JAGS McCartney International Airport,-71.1423034667969,21.4444999694824
North Caicos Airport,-71.9395980834961,21.9174995422363
Providenciales Airport,-72.2658996582031,21.7735996246338
South Caicos Airport,-71.528503418,21.5156993866
Bălţi City Airport,27.9575004577637,47.7743988037109
Maria Montez International Airport,-71.1203994750977,18.2514991760254
Samaná El Catey International Airport,-69.7419967651,19.2670001984
La Isabela International Airport,-69.9856033325195,18.5725002288818
Casa De Campo International Airport,-68.9117965698242,18.4507007598877
Punta Cana International Airport,-68.3634033203,18.5673999786
Gregorio Luperon International Airport,-70.5699996948242,19.7579002380371
Las Américas International Airport,-69.6688995361328,18.4297008514404
Cibao International Airport,-70.6046981811523,19.406099319458
La Aurora Airport,-90.5274963378906,14.5832996368408
Puerto Barrios Airport,-88.5838012695312,15.730899810791
San José Airport,-90.8358001709,13.9362001419
Mundo Maya International Airport,-89.8664016723633,16.9137992858887
Goloson International Airport,-86.8529968261719,15.7425003051758
Ramón Villeda Morales International Airport,-87.9235992431641,15.4525995254517
Juan Manuel Galvez International Airport,-86.5230026245117,16.3167991638184
Toncontín International Airport,-87.2172012329102,14.0608997344971
Boscobel Aerodrome,-76.9690017700195,18.4041996002197
Norman Manley International Airport,-76.7874984741211,17.9356994628906
Sangster International Airport,-77.9133987426758,18.5037002563477
Tinson Pen Airport,-76.8237991333008,17.9885997772217
General Juan N Alvarez International Airport,-99.7539978027344,16.7570991516113
Jesus Teran International Airport,-102.318000793,21.7056007385
Bahías de Huatulco International Airport,-96.2626037597656,15.7753000259399
General Mariano Matamoros Airport,-99.2612991333008,18.8348007202148
Ciudad del Carmen International Airport,-91.7990036010742,18.6536998748779
Federal de Bachigualato International Airport,-107.474998474,24.7644996643
Chetumal International Airport,-88.3267974853516,18.5046997070312
Ciudad Obregón International Airport,-109.833000183105,27.392599105835
Ingeniero Alberto Acuña Ongay International Airport,-90.5002975464,19.8167991638
Abraham González International Airport,-106.429000854492,31.636100769043
General Roberto Fierro Villalobos International Airport,-105.964996338,28.7028999329
General Pedro Jose Mendez International Airport,-98.9564971924,23.7033004761
Captain Rogelio Castillo National Airport,-100.887001037598,20.5459995269775
Cozumel International Airport,-86.9255981445312,20.5223999023438
Ciudad Constitución Airport,-111.61499786377,25.0538005828857
General Guadalupe Victoria International Airport,-104.527999878,24.1242008209
Amado Nervo National Airport,-104.843002319336,21.4195003509521
Don Miguel Hidalgo Y Costilla International Airport,-103.310997009277,20.5217990875244
General José María Yáñez International Airport,-110.925003051758,27.9689998626709
General Ignacio P. Garcia International Airport,-111.047996521,29.0958995819
Lic. Miguel de la Madrid Airport,-103.577003479,19.2770004272
Plan De Guadalupe International Airport,-100.929000854492,25.5494995117188
El Lencero Airport,-96.7975006104,19.4750995636
Lázaro Cárdenas Airport,-102.221000671,18.0016994476
Valle del Fuerte International Airport,-109.081001282,25.6851997375
Del Bajío International Airport,-101.481002808,20.9934997559
Manuel Márquez de León International Airport,-110.361999512,24.0727005005
Loreto International Airport,-111.347999572754,25.989200592041
General Servando Canales International Airport,-97.5252990723,25.7698993683
Licenciado Manuel Crescencio Rejon Int Airport,-89.657699585,20.9370002747
General Rodolfo Sánchez Taboada International Airport,-115.241996765,32.6305999756
General Francisco J. Mujica International Airport,-101.025001526,19.849899292
Minatitlán/Coatzacoalcos National Airport,-94.5807037354,18.1033992767
Monclova International Airport,-101.470001220703,26.9556999206543
Licenciado Benito Juarez International Airport,-99.0720977783203,19.43630027771
General Mariano Escobedo International Airport,-100.107002258,25.7784996033
General Rafael Buelna International Airport,-106.26599884,23.1613998413
Quetzalcóatl International Airport,-99.5705032349,27.4438991547
Xoxocotlán International Airport,-96.726600647,16.9999008179
El Tajín National Airport,-97.4608001709,20.6026992798
Hermanos Serdán International Airport,-98.3713989258,19.1581001282
Piedras Negras International Airport,-100.535003662109,28.6273994445801
Licenciado y General Ignacio Lopez Rayon Airport,-102.039001464844,19.3966999053955
Licenciado Gustavo Díaz Ordaz International Airport,-105.253997802734,20.6800994873047
Puerto Escondido International Airport,-97.0891036987,15.8768997192
Querétaro Intercontinental Airport,-100.185997009,20.6173000336
