date,account_id,account_region,daily_account_balance
2025-07-30,1006,Asia Pacific,71556
2025-07-30,1007,Latin America,197614
2025-07-30,1008,Latin America,23258
2025-07-31,1002,North America,94035
2025-07-31,1003,Europe,229411
2025-07-31,1005,Asia Pacific,315679
2025-07-31,1006,Asia Pacific,73039
2025-07-31,1007,Latin America,197730
2025-07-31,1008,Latin America,23570
2025-08-01,1001,North America,160035
2025-08-01,1002,North America,93401
2025-08-01,1003,Europe,226601
2025-08-01,1004,Europe,41378
2025-08-01,1005,Asia Pacific,319567
2025-08-01,1006,Asia Pacific,75841
2025-08-01,1007,Latin America,198469
2025-08-01,1008,Latin America,27329
2025-08-02,1001,North America,156597
2025-08-02,1002,North America,96280
2025-08-02,1003,Europe,229110
2025-08-02,1004,Europe,42150
2025-08-02,1005,Asia Pacific,320014
2025-08-02,1006,Asia Pacific,59990
2025-08-02,1007,Latin America,196500
2025-08-02,1008,Latin America,26090
2025-08-03,1001,North America,159360
2025-08-03,1002,North America,92109
2025-08-03,1003,Europe,228594
2025-08-03,1004,Europe,39217
2025-08-03,1005,Asia Pacific,320197
2025-08-03,1006,Asia Pacific,75141
2025-08-03,1007,Latin America,196890
2025-08-03,1008,Latin America,24498
2025-08-04,1001,North America,155731
2025-08-04,1002,North America,91055
2025-08-04,1003,Europe,229063
2025-08-04,1004,Europe,42139
2025-08-04,1005,Asia Pacific,315433
2025-08-04,1006,Asia Pacific,77084
2025-08-04,1007,Latin America,196303
2025-08-04,1008,Latin America,27376
2025-08-05,1001,North America,159394
2025-08-05,1002,North America,95634
2025-08-05,1003,Europe,230982
2025-08-05,1004,Europe,41904
2025-08-05,1005,Asia Pacific,320075
2025-08-05,1006,Asia Pacific,74248
2025-08-05,1007,Latin America,197141
2025-08-06,1001,North America,157565
2025-08-06,1002,North America,94971
2025-08-06,1003,Europe,227855
2025-08-06,1004,Europe,40864
2025-08-06,1005,Asia Pacific,316029
2025-08-06,1007,Latin America,195883
2025-08-07,1001,North America,155750
2025-08-07,1002,North America,93807
2025-08-07,1003,Europe,230966
2025-08-07,1004,Europe,44463
2025-08-07,1005,Asia Pacific,319480
2025-08-07,1006,Asia Pacific,75871
2025-08-07,1007,Latin America,196971
2025-08-08,1001,North America,159642
2025-08-08,1002,North America,96203
2025-08-08,1003,Europe,228961
2025-08-08,1004,Europe,41972
2025-08-08,1005,Asia Pacific,318092
2025-08-08,1006,Asia Pacific,74447
2025-08-08,1007,Latin America,198748
2025-08-08,1008,Latin America,25072
2025-08-09,1001,North America,158359
2025-08-09,1002,North America,95453
2025-08-09,1003,Europe,228220
2025-08-09,1005,Asia Pacific,320981
2025-08-09,1006,Asia Pacific,75097
2025-08-09,1007,Latin America,200515
2025-08-09,1008,Latin America,24932
2025-08-10,1001,North America,159124
2025-08-10,1002,North America,90733
2025-08-10,1003,Europe,260173
2025-08-10,1004,Europe,41893
2025-08-10,1005,Asia Pacific,316399
2025-08-10,1006,Asia Pacific,77528
2025-08-10,1007,Latin America,200613
2025-08-10,1008,Latin America,25627
2025-08-11,1001,North America,155726
2025-08-11,1002,North America,92889
2025-08-11,1003,Europe,226444
2025-08-11,1004,Europe,43310
2025-08-11,1005,Asia Pacific,320236
2025-08-11,1006,Asia Pacific,72628
2025-08-11,1007,Latin America,197801
2025-08-11,1008,Latin America,22867
2025-08-12,1001,North America,158054
2025-08-12,1002,North America,92168
2025-08-12,1003,Europe,225911
2025-08-12,1004,Europe,39676
2025-08-12,1005,Asia Pacific,316268
2025-08-12,1006,Asia Pacific,72596
2025-08-12,1007,Latin America,196421
2025-08-12,1008,Latin America,27207
2025-08-13,1001,North America,159671
2025-08-13,1002,North America,91195
2025-08-13,1003,Europe,229896
2025-08-13,1004,Europe,42388
2025-08-13,1005,Asia Pacific,316659
2025-08-13,1006,Asia Pacific,77530
2025-08-13,1007,Latin America,198202
2025-08-13,1008,Latin America,23872
2025-08-14,1001,North America,157640
2025-08-14,1002,North America,92292
2025-08-14,1003,Europe,225406
2025-08-14,1004,Europe,42803
2025-08-14,1005,Asia Pacific,319170
2025-08-14,1006,Asia Pacific,74451
2025-08-14,1007,Latin America,197323
2025-08-14,1008,Latin America,26138
2025-08-15,1001,North America,157557
2025-08-15,1002,North America,91952
2025-08-15,1003,Europe,228342
2025-08-15,1004,Europe,39041
2025-08-15,1005,Asia Pacific,320802
2025-08-15,1006,Asia Pacific,76279
2025-08-15,1007,Latin America,200911
2025-08-15,1008,Latin America,27183
2025-08-16,1001,North America,160070
2025-08-16,1002,North America,95781
2025-08-16,1003,Europe,227711
2025-08-16,1004,Europe,43338
2025-08-16,1005,Asia Pacific,320547
2025-08-16,1006,Asia Pacific,75191
2025-08-16,1007,Latin America,195477
2025-08-16,1008,Latin America,24756
2025-08-17,1001,North America,160754
2025-08-17,1002,North America,95522
2025-08-17,1003,Europe,227327
2025-08-17,1004,Europe,59224
2025-08-17,1005,Asia Pacific,320267
2025-08-17,1006,Asia Pacific,75132
2025-08-17,1007,Latin America,195459
2025-08-17,1008,Latin America,25861
2025-08-18,1001,North America,160214
2025-08-18,1003,Europe,230234
2025-08-18,1004,Europe,41895
2025-08-18,1005,Asia Pacific,318098
2025-08-18,1006,Asia Pacific,74339
2025-08-18,1007,Latin America,195742
2025-08-18,1008,Latin America,22114
2025-08-19,1001,North America,156037
2025-08-19,1002,North America,94974
2025-08-19,1003,Europe,228006
2025-08-19,1004,Europe,42285
2025-08-19,1005,Asia Pacific,320775
2025-08-19,1006,Asia Pacific,77314
2025-08-19,1007,Latin America,199678
2025-08-19,1008,Latin America,25672
2025-08-20,1001,North America,158482
2025-08-20,1002,North America,93801
2025-08-20,1004,Europe,39621
2025-08-20,1005,Asia Pacific,319111
2025-08-20,1006,Asia Pacific,73183
2025-08-20,1007,Latin America,198477
2025-08-20,1008,Latin America,24696
2025-08-21,1001,North America,157225
2025-08-21,1002,North America,95631
2025-08-21,1003,Europe,228726
2025-08-21,1004,Europe,41627
2025-08-21,1005,Asia Pacific,321392
2025-08-21,1006,Asia Pacific,77142
2025-08-21,1007,Latin America,197577
2025-08-21,1008,Latin America,23724
2025-08-22,1001,North America,158290
2025-08-22,1002,North America,95925
2025-08-22,1003,Europe,229865
2025-08-22,1004,Europe,42518
2025-08-22,1005,Asia Pacific,320062
2025-08-22,1006,Asia Pacific,72897
2025-08-22,1007,Latin America,199276
2025-08-22,1008,Latin America,21529
2025-08-23,1001,North America,158226
2025-08-23,1002,North America,95849
2025-08-23,1003,Europe,226820
2025-08-23,1004,Europe,40973
2025-08-23,1005,Asia Pacific,315798
2025-08-23,1006,Asia Pacific,75491
2025-08-23,1007,Latin America,200351
2025-08-23,1008,Latin America,23284
2025-08-24,1001,North America,159349
2025-08-24,1002,North America,91252
2025-08-24,1003,Europe,226941
2025-08-24,1004,Europe,40989
2025-08-24,1005,Asia Pacific,317717
2025-08-24,1006,Asia Pacific,78080
2025-08-24,1007,Latin America,198437
2025-08-24,1008,Latin America,21572
2025-08-25,1001,North America,155454
2025-08-25,1002,North America,91877
2025-08-25,1003,Europe,228351
2025-08-25,1004,Europe,42296
2025-08-25,1005,Asia Pacific,315854
2025-08-25,1006,Asia Pacific,73444
2025-08-25,1007,Latin America,198210
2025-08-25,1008,Latin America,25700
2025-08-26,1001,North America,156538
2025-08-26,1002,North America,94534
2025-08-26,1003,Europe,226663
2025-08-26,1004,Europe,38520
2025-08-26,1005,Asia Pacific,319882
2025-08-26,1006,Asia Pacific,76020
2025-08-26,1007,Latin America,197362
2025-08-26,1008,Latin America,27297
2025-08-27,1001,North America,157284
2025-08-27,1002,North America,91695
2025-08-27,1004,Europe,40958
2025-08-27,1005,Asia Pacific,318524
2025-08-27,1006,Asia Pacific,77403
2025-08-27,1007,Latin America,200848
2025-08-27,1008,Latin America,23620
2025-08-28,1001,North America,160671
2025-08-28,1002,North America,95314
2025-08-28,1003,Europe,230889
2025-08-28,1004,Europe,43714
2025-08-28,1005,Asia Pacific,317490
2025-08-28,1006,Asia Pacific,72938
2025-08-28,1007,Latin America,200403
2025-08-28,1008,Latin America,23304
2025-08-29,1001,North America,156630
2025-08-29,1002,North America,93286
2025-08-29,1003,Europe,225495
2025-08-29,1004,Europe,43856
2025-08-29,1005,Asia Pacific,318667
2025-08-29,1006,Asia Pacific,72857
2025-08-29,1007,Latin America,198316
2025-08-29,1008,Latin America,23699
2025-08-30,1001,North America,158367
2025-08-30,1002,North America,94906
2025-08-30,1003,Europe,225528
2025-08-30,1004,Europe,40856
2025-08-30,1005,Asia Pacific,317105
2025-08-30,1006,Asia Pacific,74815
2025-08-30,1007,Latin America,226220
2025-08-30,1008,Latin America,22901
2025-08-31,1001,North America,156369
2025-08-31,1003,Europe,229387
2025-08-31,1004,Europe,42529
2025-08-31,1005,Asia Pacific,318696
2025-08-31,1006,Asia Pacific,75690
2025-08-31,1007,Latin America,201341
2025-09-01,1001,North America,159996
2025-09-01,1002,North America,94977
2025-09-01,1004,Europe,43282
2025-09-01,1005,Asia Pacific,321958
2025-09-01,1006,Asia Pacific,76967
2025-09-01,1007,Latin America,197737
2025-09-01,1008,Latin America,21320
2025-09-02,1001,North America,162500
2025-09-02,1002,North America,95127
2025-09-02,1003,Europe,227712
2025-09-02,1004,Europe,38977
2025-09-02,1005,Asia Pacific,319045
2025-09-02,1006,Asia Pacific,78511
2025-09-02,1008,Latin America,23275
2025-09-03,1001,North America,162131
2025-09-03,1002,North America,94249
2025-09-03,1003,Europe,231861
2025-09-03,1004,Europe,42039
2025-09-03,1005,Asia Pacific,320141
2025-09-03,1006,Asia Pacific,108711
2025-09-03,1007,Latin America,197606
2025-09-03,1008,Latin America,23215
2025-09-04,1001,North America,158326
2025-09-04,1002,North America,96213
2025-09-04,1003,Europe,230335
2025-09-04,1004,Europe,38546
2025-09-04,1005,Asia Pacific,319140
2025-09-04,1006,Asia Pacific,77402
2025-09-04,1007,Latin America,198889
2025-09-04,1008,Latin America,21422
2025-09-05,1001,North America,161902
2025-09-05,1002,North America,94672
2025-09-05,1003,Europe,232296
2025-09-05,1004,Europe,40963
2025-09-05,1005,Asia Pacific,321543
2025-09-05,1006,Asia Pacific,78680
2025-09-05,1007,Latin America,198636
2025-09-05,1008,Latin America,23039
2025-09-06,1001,North America,156783
2025-09-06,1002,North America,93681
2025-09-06,1003,Europe,230087
2025-09-06,1004,Europe,42633
2025-09-06,1005,Asia Pacific,322051
2025-09-06,1006,Asia Pacific,76382
2025-09-06,1007,Latin America,201665
2025-09-06,1008,Latin America,22720
2025-09-07,1001,North America,157647
2025-09-07,1002,North America,95306
2025-09-07,1003,Europe,230322
2025-09-07,1004,Europe,40112
2025-09-07,1005,Asia Pacific,319610
2025-09-07,1006,Asia Pacific,79135
2025-09-07,1007,Latin America,200492
2025-09-07,1008,Latin America,21011
2025-09-08,1001,North America,157919
2025-09-08,1002,North America,69852
2025-09-08,1003,Europe,231122
2025-09-08,1004,Europe,41899
2025-09-08,1005,Asia Pacific,320610
2025-09-08,1006,Asia Pacific,77319
2025-09-08,1007,Latin America,202008
2025-09-08,1008,Latin America,26182
2025-09-09,1001,North America,160799
2025-09-09,1002,North America,93930
2025-09-09,1003,Europe,229751
2025-09-09,1004,Europe,38979
2025-09-09,1005,Asia Pacific,319779
2025-09-09,1006,Asia Pacific,78415
2025-09-09,1007,Latin America,201827
2025-09-09,1008,Latin America,24023
2025-09-10,1001,North America,161288
2025-09-10,1002,North America,95840
2025-09-10,1003,Europe,228122
2025-09-10,1004,Europe,62712
2025-09-10,1005,Asia Pacific,321212
2025-09-10,1006,Asia Pacific,49441
2025-09-10,1007,Latin America,219239
2025-09-10,1008,Latin America,26779
2025-09-11,1001,North America,157962
2025-09-11,1002,North America,79072
2025-09-11,1003,Europe,226660
2025-09-11,1004,Europe,39334
2025-09-11,1005,Asia Pacific,317339
2025-09-11,1006,Asia Pacific,78456
2025-09-11,1007,Latin America,196974
2025-09-12,1001,North America,158074
2025-09-12,1002,North America,93359
2025-09-12,1003,Europe,232587
2025-09-12,1004,Europe,39197
2025-09-12,1005,Asia Pacific,319616
2025-09-12,1006,Asia Pacific,75186
2025-09-12,1007,Latin America,199266
2025-09-12,1008,Latin America,23163
2025-09-13,1001,North America,159921
2025-09-13,1002,North America,91777
2025-09-13,1003,Europe,230710
2025-09-13,1004,Europe,43679
2025-09-13,1005,Asia Pacific,320156
2025-09-13,1006,Asia Pacific,74632
2025-09-13,1007,Latin America,198513
2025-09-13,1008,Latin America,24345
2025-09-14,1001,North America,161217
2025-09-14,1002,North America,97250
2025-09-14,1003,Europe,231074
2025-09-14,1004,Europe,39337
2025-09-14,1005,Asia Pacific,317361
2025-09-14,1006,Asia Pacific,75699
2025-09-14,1007,Latin America,199878
2025-09-14,1008,Latin America,23415
2025-09-15,1001,North America,162494
2025-09-15,1002,North America,96135
2025-09-15,1003,Europe,226874
2025-09-15,1004,Europe,40958
2025-09-15,1005,Asia Pacific,319399
2025-09-15,1006,Asia Pacific,77543
2025-09-15,1007,Latin America,197266
2025-09-15,1008,Latin America,21469
2025-09-16,1001,North America,158922
2025-09-16,1002,North America,96274
2025-09-16,1003,Europe,231254
2025-09-16,1004,Europe,40916
2025-09-16,1005,Asia Pacific,322141
2025-09-16,1006,Asia Pacific,77242
2025-09-16,1008,Latin America,21085
2025-09-17,1001,North America,158374
2025-09-17,1002,North America,92867
2025-09-17,1003,Europe,229619
2025-09-17,1004,Europe,40389
2025-09-17,1005,Asia Pacific,322221
2025-09-17,1006,Asia Pacific,74727
2025-09-17,1007,Latin America,200500
2025-09-17,1008,Latin America,22796
2025-09-18,1001,North America,160461
2025-09-18,1003,Europe,230544
2025-09-18,1004,Europe,38629
2025-09-18,1005,Asia Pacific,320657
2025-09-18,1006,Asia Pacific,74095
2025-09-18,1007,Latin America,202330
2025-09-19,1002,North America,95371
2025-09-19,1003,Europe,227255
2025-09-19,1004,Europe,43144
2025-09-19,1005,Asia Pacific,321902
2025-09-19,1006,Asia Pacific,78388
2025-09-19,1007,Latin America,199752
2025-09-19,1008,Latin America,23291
2025-09-20,1001,North America,157997
2025-09-20,1002,North America,92733
2025-09-20,1003,Europe,232590
2025-09-20,1004,Europe,38774
2025-09-20,1005,Asia Pacific,318981
2025-09-20,1006,Asia Pacific,78938
2025-09-20,1007,Latin America,198198
2025-09-20,1008,Latin America,21128
2025-09-21,1001,North America,159965
2025-09-21,1002,North America,96369
2025-09-21,1003,Europe,228889
2025-09-21,1004,Europe,39369
2025-09-21,1005,Asia Pacific,317248
2025-09-21,1006,Asia Pacific,76149
2025-09-21,1007,Latin America,200860
2025-09-21,1008,Latin America,25778
2025-09-22,1001,North America,161373
2025-09-22,1002,North America,93699
2025-09-22,1003,Europe,227240
2025-09-22,1004,Europe,40590
2025-09-22,1005,Asia Pacific,320512
2025-09-22,1006,Asia Pacific,78033
2025-09-22,1007,Latin America,202470
2025-09-22,1008,Latin America,26637
2025-09-23,1001,North America,158089
2025-09-23,1002,North America,92352
2025-09-23,1003,Europe,231597
2025-09-23,1004,Europe,43611
2025-09-23,1005,Asia Pacific,317646
2025-09-23,1006,Asia Pacific,74807
2025-09-23,1008,Latin America,26356
2025-09-24,1001,North America,160784
2025-09-24,1002,North America,96261
2025-09-24,1003,Europe,230470
2025-09-24,1004,Europe,40223
2025-09-24,1005,Asia Pacific,319060
2025-09-24,1006,Asia Pacific,78542
2025-09-24,1007,Latin America,197647
2025-09-24,1008,Latin America,26130
2025-09-25,1001,North America,162532
2025-09-25,1002,North America,92232
2025-09-25,1003,Europe,232037
2025-09-25,1004,Europe,43638
2025-09-25,1005,Asia Pacific,320885
2025-09-25,1006,Asia Pacific,76621
2025-09-25,1007,Latin America,197313
2025-09-25,1008,Latin America,25512
2025-09-26,1001,North America,160314
2025-09-26,1002,North America,95552
2025-09-26,1003,Europe,227239
2025-09-26,1004,Europe,42377
2025-09-26,1005,Asia Pacific,321257
2025-09-26,1006,Asia Pacific,77840
2025-09-26,1007,Latin America,202113
2025-09-26,1008,Latin America,24622
2025-09-27,1001,North America,157163
2025-09-27,1002,North America,97249
2025-09-27,1003,Europe,231017
2025-09-27,1004,Europe,59177
2025-09-27,1005,Asia Pacific,317226
2025-09-27,1006,Asia Pacific,79156
2025-09-27,1007,Latin America,200424
2025-09-27,1008,Latin America,23201
2025-09-28,1001,North America,159757
2025-09-28,1002,North America,92381
2025-09-28,1003,Europe,229159
2025-09-28,1004,Europe,41055
2025-09-28,1005,Asia Pacific,320805
2025-09-28,1006,Asia Pacific,75544
2025-09-28,1007,Latin America,200255
2025-09-28,1008,Latin America,26159
2025-09-29,1001,North America,156735
2025-09-29,1002,North America,94060
2025-09-29,1005,Asia Pacific,320080
2025-09-29,1006,Asia Pacific,78183
2025-09-29,1007,Latin America,200549
2025-09-29,1008,Latin America,24239
2025-09-30,1001,North America,160731
2025-09-30,1002,North America,96320
2025-09-30,1003,Europe,229414
2025-09-30,1005,Asia Pacific,320406
2025-09-30,1006,Asia Pacific,77057
2025-09-30,1007,Latin America,198573
2025-10-01,1001,North America,159025
2025-10-01,1002,North America,93258
2025-10-01,1003,Europe,227888
2025-10-01,1004,Europe,40875
2025-10-01,1006,Asia Pacific,76441
2025-10-01,1007,Latin America,199196
2025-10-01,1008,Latin America,24054
2025-10-02,1001,North America,159253
2025-10-02,1002,North America,95539
2025-10-02,1003,Europe,231999
2025-10-02,1004,Europe,38835
2025-10-02,1005,Asia Pacific,322456
2025-10-02,1006,Asia Pacific,76448
2025-10-02,1007,Latin America,203204
2025-10-02,1008,Latin America,24424
2025-10-03,1001,North America,162836
2025-10-03,1002,North America,96357
2025-10-03,1003,Europe,232501
2025-10-03,1004,Europe,38766
2025-10-03,1005,Asia Pacific,320711
2025-10-03,1006,Asia Pacific,77597
2025-10-03,1007,Latin America,198664
2025-10-03,1008,Latin America,21986
2025-10-04,1001,North America,162153
2025-10-04,1002,North America,93787
2025-10-04,1004,Europe,39043
2025-10-04,1005,Asia Pacific,318469
2025-10-04,1006,Asia Pacific,78697
2025-10-04,1007,Latin America,203663
2025-10-04,1008,Latin America,21942
2025-10-05,1001,North America,158762
2025-10-05,1002,North America,94657
2025-10-05,1003,Europe,231248
2025-10-05,1004,Europe,42076
2025-10-05,1005,Asia Pacific,317933
2025-10-05,1006,Asia Pacific,78628
2025-10-05,1007,Latin America,200474
2025-10-05,1008,Latin America,24518
2025-10-06,1001,North America,163201
2025-10-06,1002,North America,97734
2025-10-06,1003,Europe,230213
2025-10-06,1004,Europe,41806
2025-10-06,1005,Asia Pacific,323219
2025-10-06,1006,Asia Pacific,77512
2025-10-06,1007,Latin America,200096
2025-10-06,1008,Latin America,21977
2025-10-07,1001,North America,162743
2025-10-07,1002,North America,97992
2025-10-07,1003,Europe,228089
2025-10-07,1004,Europe,43337
2025-10-07,1005,Asia Pacific,319292
2025-10-07,1006,Asia Pacific,79437
2025-10-07,1007,Latin America,199910
2025-10-07,1008,Latin America,20672
2025-10-08,1001,North America,157809
2025-10-08,1002,North America,95933
2025-10-08,1003,Europe,232695
2025-10-08,1004,Europe,38433
2025-10-08,1005,Asia Pacific,318170
2025-10-08,1006,Asia Pacific,79847
2025-10-08,1007,Latin America,203293
2025-10-08,1008,Latin America,21955
2025-10-09,1002,North America,97095
2025-10-09,1003,Europe,233755
2025-10-09,1004,Europe,38125
2025-10-09,1005,Asia Pacific,323570
2025-10-09,1006,Asia Pacific,77492
2025-10-09,1007,Latin America,198912
2025-10-09,1008,Latin America,26130
2025-10-10,1001,North America,163358
2025-10-10,1002,North America,97223
2025-10-10,1003,Europe,229933
2025-10-10,1004,Europe,38575
2025-10-10,1005,Asia Pacific,322610
2025-10-10,1006,Asia Pacific,78521
2025-10-10,1007,Latin America,202990
2025-10-10,1008,Latin America,21068
2025-10-11,1001,North America,162076
2025-10-11,1002,North America,95477
2025-10-11,1003,Europe,231676
2025-10-11,1004,Europe,41428
2025-10-11,1005,Asia Pacific,323290
2025-10-11,1006,Asia Pacific,75145
2025-10-11,1007,Latin America,198540
2025-10-11,1008,Latin America,23993
2025-10-12,1001,North America,158155
2025-10-12,1002,North America,94608
2025-10-12,1003,Europe,232492
2025-10-12,1004,Europe,43161
2025-10-12,1005,Asia Pacific,319971
2025-10-12,1006,Asia Pacific,74830
2025-10-12,1007,Latin America,200526
2025-10-12,1008,Latin America,25784
2025-10-13,1001,North America,161314
2025-10-13,1002,North America,98318
2025-10-13,1003,Europe,230190
2025-10-13,1004,Europe,41120
2025-10-13,1005,Asia Pacific,319333
2025-10-13,1006,Asia Pacific,80478
2025-10-13,1007,Latin America,202518
2025-10-13,1008,Latin America,21321
2025-10-14,1001,North America,161749
2025-10-14,1002,North America,96018
2025-10-14,1004,Europe,42395
2025-10-14,1005,Asia Pacific,318440
2025-10-14,1006,Asia Pacific,79911
2025-10-14,1007,Latin America,202720
2025-10-14,1008,Latin America,21624
2025-10-15,1002,North America,97675
2025-10-15,1003,Europe,232914
2025-10-15,1004,Europe,40302
2025-10-15,1005,Asia Pacific,322748
2025-10-15,1006,Asia Pacific,78738
2025-10-15,1007,Latin America,200611
2025-10-16,1002,North America,93537
2025-10-16,1003,Europe,231771
2025-10-16,1004,Europe,39995
2025-10-16,1005,Asia Pacific,323316
2025-10-16,1006,Asia Pacific,77515
2025-10-16,1007,Latin America,203677
2025-10-16,1008,Latin America,20596
2025-10-17,1001,North America,160923
2025-10-17,1002,North America,95173
2025-10-17,1003,Europe,231941
2025-10-17,1004,Europe,38471
2025-10-17,1005,Asia Pacific,352177
2025-10-17,1006,Asia Pacific,77879
2025-10-17,1007,Latin America,203739
2025-10-17,1008,Latin America,23595
2025-10-18,1001,North America,163507
2025-10-18,1002,North America,94012
2025-10-18,1003,Europe,230076
2025-10-18,1004,Europe,43187
2025-10-18,1005,Asia Pacific,348755
2025-10-18,1006,Asia Pacific,76309
2025-10-18,1007,Latin America,203060
2025-10-18,1008,Latin America,21401
2025-10-19,1001,North America,161285
2025-10-19,1002,North America,93476
2025-10-19,1003,Europe,232844
2025-10-19,1004,Europe,39356
2025-10-19,1005,Asia Pacific,321569
2025-10-19,1006,Asia Pacific,74855
2025-10-19,1007,Latin America,201379
2025-10-20,1001,North America,161708
2025-10-20,1002,North America,93203
2025-10-20,1003,Europe,204904
2025-10-20,1004,Europe,39219
2025-10-20,1005,Asia Pacific,323188
2025-10-20,1006,Asia Pacific,75404
2025-10-20,1007,Latin America,199631
2025-10-20,1008,Latin America,25779
2025-10-21,1001,North America,158486
2025-10-21,1002,North America,94950
2025-10-21,1004,Europe,38143
2025-10-21,1005,Asia Pacific,322730
2025-10-21,1006,Asia Pacific,79344
2025-10-21,1007,Latin America,200183
2025-10-21,1008,Latin America,21582
2025-10-22,1001,North America,162254
2025-10-22,1002,North America,96910
2025-10-22,1003,Europe,232746
2025-10-22,1004,Europe,38415
2025-10-22,1005,Asia Pacific,320280
2025-10-22,1006,Asia Pacific,77180
2025-10-22,1007,Latin America,198530
2025-10-22,1008,Latin America,21184
2025-10-23,1001,North America,134348
2025-10-23,1002,North America,98516
2025-10-23,1003,Europe,232647
2025-10-23,1004,Europe,41467
2025-10-23,1005,Asia Pacific,322852
2025-10-23,1007,Latin America,202651
2025-10-23,1008,Latin America,25639
2025-10-24,1001,North America,162534
2025-10-24,1002,North America,93904
2025-10-24,1003,Europe,233199
2025-10-24,1004,Europe,37848
2025-10-24,1005,Asia Pacific,323319
2025-10-24,1006,Asia Pacific,79971
2025-10-24,1007,Latin America,198751
2025-10-24,1008,Latin America,20576
2025-10-25,1001,North America,147057
2025-10-25,1002,North America,94422
2025-10-25,1003,Europe,229236
2025-10-25,1004,Europe,37768
2025-10-25,1005,Asia Pacific,323330
2025-10-25,1006,Asia Pacific,77748
2025-10-25,1007,Latin America,198843
2025-10-25,1008,Latin America,21371
2025-10-26,1001,North America,163434
2025-10-26,1002,North America,98143
2025-10-26,1003,Europe,233540
2025-10-26,1004,Europe,41706
2025-10-26,1005,Asia Pacific,320279
2025-10-26,1006,Asia Pacific,75043
2025-10-26,1007,Latin America,200914
2025-10-26,1008,Latin America,23272
2025-10-27,1001,North America,161149
2025-10-27,1002,North America,97397
2025-10-27,1003,Europe,229281
2025-10-27,1004,Europe,41342
2025-10-27,1005,Asia Pacific,293906
2025-10-27,1006,Asia Pacific,77127
2025-10-27,1008,Latin America,21196
2025-10-28,1001,North America,159067
2025-10-28,1002,North America,97094
2025-10-28,1003,Europe,228071
2025-10-28,1004,Europe,39572
2025-10-28,1005,Asia Pacific,317930
2025-10-28,1006,Asia Pacific,76946
2025-10-28,1007,Latin America,197813
2025-10-28,1008,Latin America,24435
2025-10-29,1001,North America,162595
2025-10-29,1002,North America,93386
2025-10-29,1003,Europe,228491
2025-10-29,1004,Europe,39971
2025-10-29,1005,Asia Pacific,319341
2025-10-29,1006,Asia Pacific,77583
2025-10-29,1007,Latin America,202633
2025-10-29,1008,Latin America,24139
2025-10-30,1001,North America,162191
2025-10-30,1002,North America,96323
2025-10-30,1003,Europe,232678
2025-10-30,1004,Europe,38290
2025-10-30,1005,Asia Pacific,319514
2025-10-30,1006,Asia Pacific,76814
2025-10-30,1007,Latin America,200979
2025-10-30,1008,Latin America,23018
2025-10-31,1003,Europe,229062
2025-10-31,1004,Europe,42429
2025-10-31,1005,Asia Pacific,318989
2025-10-31,1006,Asia Pacific,74976
2025-10-31,1007,Latin America,200418
2025-10-31,1008,Latin America,21765
2025-11-01,1001,North America,164575
2025-11-01,1002,North America,99502
2025-11-01,1003,Europe,232382
2025-11-01,1004,Europe,38638
2025-11-01,1005,Asia Pacific,322569
2025-11-01,1006,Asia Pacific,78144
2025-11-01,1007,Latin America,204564
2025-11-01,1008,Latin America,24452
2025-11-02,1001,North America,160668
2025-11-02,1002,North America,96992
2025-11-02,1003,Europe,230949
2025-11-02,1004,Europe,39879
2025-11-02,1005,Asia Pacific,323412
2025-11-02,1006,Asia Pacific,76171
2025-11-02,1007,Latin America,200034
2025-11-02,1008,Latin America,25140
2025-11-03,1001,North America,163567
2025-11-03,1002,North America,96627
2025-11-03,1003,Europe,234947
2025-11-03,1004,Europe,38192
2025-11-03,1005,Asia Pacific,321465
2025-11-03,1006,Asia Pacific,77124
2025-11-03,1007,Latin America,203928
2025-11-03,1008,Latin America,20173
2025-11-04,1001,North America,162032
2025-11-04,1002,North America,99369
2025-11-04,1003,Europe,230727
2025-11-04,1004,Europe,39272
2025-11-04,1005,Asia Pacific,320213
2025-11-04,1006,Asia Pacific,76909
2025-11-04,1007,Latin America,199873
2025-11-05,1001,North America,162962
2025-11-05,1002,North America,96497
2025-11-05,1003,Europe,231826
2025-11-05,1004,Europe,39849
2025-11-05,1005,Asia Pacific,319178
2025-11-05,1006,Asia Pacific,77722
2025-11-05,1007,Latin America,203409
2025-11-06,1001,North America,161512
2025-11-06,1002,North America,96864
2025-11-06,1003,Europe,231165
2025-11-06,1004,Europe,41101
2025-11-06,1005,Asia Pacific,320248
2025-11-06,1006,Asia Pacific,77967
2025-11-06,1007,Latin America,201588
2025-11-06,1008,Latin America,20842
2025-11-07,1001,North America,164779
2025-11-07,1002,North America,97622
2025-11-07,1003,Europe,229950
2025-11-07,1004,Europe,42021
2025-11-07,1005,Asia Pacific,322647
2025-11-07,1006,Asia Pacific,79050
2025-11-07,1007,Latin America,201431
2025-11-07,1008,Latin America,20840
2025-11-08,1001,North America,160131
2025-11-08,1002,North America,97608
2025-11-08,1003,Europe,232801
2025-11-08,1004,Europe,41671
2025-11-08,1005,Asia Pacific,352862
2025-11-08,1006,Asia Pacific,80316
2025-11-08,1007,Latin America,203094
2025-11-08,1008,Latin America,23402
2025-11-09,1001,North America,164400
2025-11-09,1002,North America,95912
2025-11-09,1003,Europe,231468
